# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 380:         5.768       50.910     114.00  MAASTRICHT
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# DD       = Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord, 90=oost, 180=zuid, 270=west, 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/klimatologie/achtergrondinformatie/windroos.pdf; 
# FH       = Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/klimatologie/achtergrondinformatie/beaufortschaal.pdf; 
# FF       = Windsnelheid (in 0.1 m/s) gemiddeld over de laatste 10 minuten van het afgelopen uur; 
# FX       = Hoogste windstoot (in 0.1 m/s) over het afgelopen uurvak; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# T10N     = Minimumtemperatuur (in 0.1 graden Celsius) op 10 cm hoogte in de afgelopen 6 uur; 
# TD       = Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# SQ       = Duur van de zonneschijn (in 0.1 uren) per uurvak, berekend uit globale straling  (-1 for <0.05 uur); 
# Q        = Globale straling (in J/cm2) per uurvak; 
# DR       = Duur van de neerslag (in 0.1 uur) per uurvak; 
# RH       = Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# P        = Luchtdruk (in 0.1 hPa) herleid naar zeeniveau, tijdens de waarneming; 
# VV       = Horizontaal zicht tijdens de waarneming (0=minder dan 100m, 1=100-200m, 2=200-300m,..., 49=4900-5000m, 50=5-6km, 56=6-7km, 57=7-8km, ..., 79=29-30km, 80=30-35km, 81=35-40km,..., 89=meer dan 70km); 
# N        = Bewolking (bedekkingsgraad van de bovenlucht in achtsten), tijdens de waarneming (9=bovenlucht onzichtbaar); 
# U        = Relatieve vochtigheid (in procenten) op 1.50 m hoogte tijdens de waarneming; 
# WW       = Weercode (00-99), visueel(WW) of automatisch(WaWa) waargenomen, voor het actuele weer of het weer in het afgelopen uur. Zie http://www.knmi.nl/klimatologie/achtergrondinformatie/ww_lijst_nederlands.pdf; 
# IX       = Weercode indicator voor de wijze van waarnemen op een bemand of automatisch station (1=bemand gebruikmakend van code uit visuele waarnemingen, 2,3=bemand en weggelaten (geen belangrijk weersverschijnsel, geen gegevens), 4=automatisch en opgenomen (gebruikmakend van code uit visuele waarnemingen), 5,6=automatisch en weggelaten (geen belangrijk weersverschijnsel, geen gegevens), 7=automatisch gebruikmakend van code uit automatische waarnemingen); 
# M        = Mist 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# R        = Regen 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# S        = Sneeuw 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# O        = Onweer 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# Y        = IJsvorming 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T,  T10,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y
# 
  380,20130114,    1,   20,   30,   30,   40,  -22,     ,  -35,    0,    0,    0,   -1,10166,   58,    8,   90,   85,    7,    0,    0,    1,    0,    0
  380,20130114,    2,  340,   20,   20,   40,  -23,     ,  -32,    0,    0,    0,   -1,10166,   50,    8,   93,   85,    7,    0,    0,    1,    0,    0
  380,20130114,    3,  330,   20,   30,   40,  -31,     ,  -38,    0,    0,    0,   -1,10163,   46,    8,   94,   85,    7,    0,    0,    1,    0,    0
  380,20130114,    4,  320,   30,   30,   40,  -31,     ,  -35,    0,    0,    0,   -1,10161,   36,    8,   97,   24,    7,    0,    0,    1,    0,    0
  380,20130114,    5,  340,   20,   30,   40,  -31,     ,  -40,    0,    0,    0,    0,10159,   42,    8,   93,   10,    7,    0,    0,    0,    0,    0
  380,20130114,    6,  290,   20,   20,   40,  -29,  -30,  -40,    0,    0,    0,    0,10159,   50,    8,   91,   10,    7,    0,    0,    0,    0,    0
  380,20130114,    7,  270,   20,   20,   30,  -30,     ,  -40,    0,    0,    0,    0,10160,   50,    8,   92,   10,    7,    0,    0,    0,    0,    0
  380,20130114,    8,  270,   20,   20,   30,  -31,     ,  -48,    0,    1,    0,    0,10161,   58,    8,   87,   10,    7,    0,    0,    0,    0,    0
  380,20130114,    9,  260,   20,   30,   40,  -31,     ,  -48,    0,    8,    0,    0,10162,   58,    8,   87,   10,    7,    0,    0,    0,    0,    0
  380,20130114,   10,  260,   20,   20,   50,  -28,     ,  -46,    0,   21,    0,   -1,10161,   45,    8,   86,   77,    7,    0,    0,    1,    0,    0
  380,20130114,   11,  240,   30,   30,   60,  -29,     ,  -58,    0,   42,    0,   -1,10155,   60,    7,   78,   22,    7,    0,    0,    1,    0,    0
  380,20130114,   24,  180,   60,   50,   80,  -16,  -49,  -56,    0,    0,    0,   -1,10064,   69,    7,   71,   77,    7,    0,    0,    1,    0,    0
  380,20130115,    1,  170,   60,   60,  110,  -11,     ,  -60,    0,    0,    0,   -1,10051,   75,    8,   66,   24,    7,    0,    0,    1,    0,    0
  380,20130115,    2,  160,   50,   50,  100,  -10,     ,  -61,    0,    0,    0,   -1,10049,   68,    8,   65,   77,    7,    0,    0,    1,    0,    0
  380,20130115,    3,  150,   40,   50,   80,  -14,     ,  -47,    0,    0,    0,   -1,10042,   56,    8,   76,   77,    7,    0,    0,    1,    0,    0
  380,20130115,    4,  140,   30,   20,   70,  -11,     ,  -46,    0,    0,    0,   -1,10036,   68,    8,   74,   24,    7,    0,    0,    1,    0,    0
  380,20130115,    5,  170,   30,   30,   50,   -9,     ,  -48,    0,    0,    0,    0,10035,   72,    8,   72,     ,    5,    0,    0,    0,    0,    0
  380,20130115,    6,  140,   30,   30,   60,   -9,  -19,  -46,    0,    0,    0,    0,10034,   68,    8,   73,    2,    7,    0,    0,    0,    0,    0
  380,20130115,    7,  140,   20,   10,   40,  -10,     ,  -45,    0,    0,    0,    0,10039,   65,    8,   74,     ,    5,    0,    0,    0,    0,    0
  380,20130115,    8,  150,   20,   20,   30,   -8,     ,  -43,    0,    1,    0,    0,10043,   65,    8,   75,     ,    5,    0,    0,    0,    0,    0
  380,20130115,    9,  130,   20,   10,   30,  -12,     ,  -42,    0,    9,    0,    0,10044,   64,    7,   78,     ,    5,    0,    0,    0,    0,    0
  380,20130115,   10,  140,   20,   20,   20,   -1,     ,  -38,    5,   38,    0,    0,10051,   66,    8,   73,     ,    5,    0,    0,    0,    0,    0
  380,20130115,   11,  120,   10,   10,   30,   -2,     ,  -40,    0,   26,    0,    0,10051,   65,    8,   73,     ,    5,    0,    0,    0,    0,    0
  380,20130115,   24,  330,   40,   40,   60,  -40,  -39,  -51,    0,    0,   10,    1,10089,   39,    8,   91,   77,    7,    0,    0,    1,    0,    0
  380,20130116,    1,  330,   40,   40,   50,  -42,     ,  -50,    0,    0,   10,    1,10091,   39,    8,   93,   85,    7,    0,    0,    1,    0,    0
  380,20130116,    2,  330,   30,   40,   60,  -41,     ,  -48,    0,    0,    0,   -1,10092,   32,    8,   94,   71,    7,    0,    0,    1,    0,    0
  380,20130116,    3,  330,   40,   40,   60,  -43,     ,  -52,    0,    0,    0,   -1,10092,   44,    8,   93,   71,    7,    0,    0,    1,    0,    0
  380,20130116,    4,  340,   40,   40,   50,  -46,     ,  -52,    0,    0,   10,    2,10091,   16,    8,   95,   71,    7,    0,    0,    1,    0,    0
  380,20130116,    5,  340,   40,   40,   60,  -48,     ,  -55,    0,    0,   10,    3,10092,   23,    8,   94,   71,    7,    0,    0,    1,    0,    0
  380,20130116,    6,  340,   30,   30,   50,  -53,  -54,  -67,    0,    0,    5,    1,10092,   38,    8,   89,   22,    7,    0,    0,    1,    0,    0
  380,20130116,    7,  340,   20,   20,   40,  -57,     ,  -68,    0,    0,    0,    0,10099,   57,    8,   91,   10,    7,    0,    0,    0,    0,    0
  380,20130116,    8,  320,   20,   20,   20,  -58,     ,  -72,    0,    2,    0,    0,10106,   57,    8,   89,   10,    7,    0,    0,    0,    0,    0
  380,20130116,    9,  330,   20,   20,   30,  -59,     ,  -72,    0,   11,    0,   -1,10107,   50,    8,   89,   85,    7,    0,    0,    1,    0,    0
  380,20130116,   10,  340,   20,   10,   30,  -58,     ,  -71,    0,   31,    0,   -1,10109,   49,    7,   89,   85,    7,    0,    0,    1,    0,    0
  380,20130116,   11,  350,   10,   10,   20,  -57,     ,  -70,    3,   60,    0,   -1,10109,   39,    1,   89,   24,    7,    0,    0,    1,    0,    0
  380,20130116,   24,  350,   20,   20,   40,  -41,  -45,  -48,    0,    0,    0,    0,10156,   19,    8,   94,   10,    7,    0,    0,    0,    0,    0
  380,20130117,    1,   10,   20,   20,   40,  -41,     ,  -47,    0,    0,    0,    0,10159,   20,    8,   95,   10,    7,    0,    0,    0,    0,    0
  380,20130117,    2,   10,   20,   30,   40,  -42,     ,  -51,    0,    0,    0,    0,10166,   29,    8,   93,   10,    7,    0,    0,    0,    0,    0
  380,20130117,    3,  350,   30,   20,   40,  -45,     ,  -52,    0,    0,    0,    0,10170,   26,    8,   94,   10,    7,    0,    0,    0,    0,    0
  380,20130117,    4,  330,   30,   30,   40,  -50,     ,  -55,    0,    0,    0,    0,10172,   19,    8,   96,   10,    7,    0,    0,    0,    0,    0
  380,20130117,    5,  330,   30,   30,   60,  -52,     ,  -58,    0,    0,    0,    0,10176,   24,    8,   95,   10,    7,    0,    0,    0,    0,    0
  380,20130117,    6,  340,   20,   20,   40,  -53,  -55,  -59,    0,    0,    0,    0,10179,   21,    8,   95,   10,    7,    0,    0,    0,    0,    0
  380,20130117,    7,  350,   30,   30,   40,  -55,     ,  -59,    0,    0,    0,    0,10184,   17,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20130117,    8,  350,   20,   20,   40,  -55,     ,  -59,    0,    0,    0,   -1,10192,   14,    8,   97,   77,    7,    0,    0,    1,    0,    0
  380,20130117,    9,  330,   20,   20,   30,  -54,     ,  -56,    0,    6,    0,   -1,10194,    9,    9,   98,   35,    7,    1,    0,    1,    0,    1
  380,20130117,   10,  350,   20,   20,   40,  -54,     ,  -56,    0,   17,    0,   -1,10196,    7,    9,   98,   35,    7,    1,    0,    1,    0,    1
  380,20130117,   11,  340,   30,   30,   40,  -53,     ,  -59,    0,   26,    0,   -1,10195,   12,    8,   95,   77,    7,    1,    0,    1,    0,    1
  380,20130117,   24,  350,   10,   20,   20,  -46,  -45,  -52,    0,    0,    0,   -1,10167,   20,    8,   95,   24,    7,    0,    0,    1,    0,    0
  380,20130118,    1,  350,   10,   10,   30,  -47,     ,  -51,    0,    0,    0,   -1,10162,   17,    8,   97,   22,    7,    0,    0,    1,    0,    0
  380,20130118,    2,  340,   10,   10,   20,  -45,     ,  -48,    0,    0,    0,   -1,10159,   17,    8,   97,   24,    7,    0,    0,    1,    0,    0
  380,20130118,    3,   30,   10,   20,   20,  -43,     ,  -46,    0,    0,    0,    0,10150,   16,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20130118,    4,   80,   20,   20,   30,  -41,     ,  -43,    0,    0,    0,   -1,10142,   17,    8,   98,   85,    7,    0,    0,    1,    0,    0
  380,20130118,    5,   80,   20,   20,   30,  -39,     ,  -43,    0,    0,    0,   -1,10137,   11,    8,   97,   85,    7,    0,    0,    1,    0,    0
  380,20130118,    6,   50,   20,   20,   30,  -38,  -44,  -39,    0,    0,    0,   -1,10135,    5,    9,   99,   77,    7,    1,    0,    1,    0,    0
  380,20130118,    7,   80,   30,   40,   50,  -37,     ,  -40,    0,    0,    0,   -1,10131,   17,    8,   97,   24,    7,    1,    0,    1,    0,    0
  380,20130118,    8,   90,   30,   30,   50,  -36,     ,  -41,    0,    1,    0,   -1,10127,   27,    8,   96,   22,    7,    0,    0,    1,    0,    0
  380,20130118,    9,   80,   40,   40,   50,  -32,     ,  -41,    0,   12,    0,    0,10120,   35,    8,   93,   10,    7,    0,    0,    0,    0,    0
  380,20130118,   10,   70,   30,   30,   50,  -27,     ,  -41,    0,   31,    0,    0,10113,   40,    8,   89,   10,    7,    0,    0,    0,    0,    0
  380,20130118,   11,   70,   30,   30,   40,  -23,     ,  -43,    0,   43,    0,    0,10104,   50,    8,   84,   10,    7,    0,    0,    0,    0,    0
  380,20130118,   24,  100,   60,   50,   90,  -19,  -21,  -51,    0,    0,    0,    0,10003,   64,    8,   76,     ,    5,    0,    0,    0,    0,    0
  380,20130119,    1,   90,   50,   50,   80,  -20,     ,  -50,    0,    0,    0,    0, 9997,   64,    8,   78,     ,    5,    0,    0,    0,    0,    0
  380,20130119,    2,   90,   50,   50,   70,  -19,     ,  -49,    0,    0,    0,    0, 9996,   64,    8,   78,     ,    5,    0,    0,    0,    0,    0
  380,20130119,    3,  100,   50,   60,   80,  -20,     ,  -50,    0,    0,    0,    0, 9994,   64,    8,   78,     ,    5,    0,    0,    0,    0,    0
  380,20130119,    4,   80,   40,   50,   80,  -21,     ,  -51,    0,    0,    0,    0, 9989,   63,    8,   78,     ,    5,    0,    0,    0,    0,    0
  380,20130119,    5,   80,   50,   60,   90,  -25,     ,  -52,    0,    0,    0,    0, 9982,   63,    8,   80,     ,    5,    0,    0,    0,    0,    0
  380,20130119,    6,   80,   60,   60,   90,  -27,  -27,  -55,    0,    0,    0,    0, 9981,   63,    8,   79,     ,    5,    0,    0,    0,    0,    0
  380,20130119,    7,   80,   70,   70,  110,  -32,     ,  -61,    0,    0,    0,    0, 9977,   63,    8,   78,     ,    5,    0,    0,    0,    0,    0
  380,20130119,    8,   80,   70,   70,  100,  -35,     ,  -63,    0,    1,    0,    0, 9976,   64,    8,   79,     ,    5,    0,    0,    0,    0,    0
  380,20130119,    9,   80,   70,   60,  100,  -36,     ,  -64,    0,   15,    0,    0, 9976,   63,    8,   79,     ,    5,    0,    0,    0,    0,    0
  380,20130119,   10,   80,   70,   70,  100,  -36,     ,  -65,    0,   37,    0,    0, 9979,   63,    8,   78,     ,    5,    0,    0,    0,    0,    0
  380,20130119,   11,   80,   60,   60,  100,  -32,     ,  -63,    0,   44,    0,    0, 9981,   64,    8,   77,     ,    5,    0,    0,    0,    0,    0
  380,20130119,   24,   70,   80,   80,  120,  -43,  -44,  -77,    0,    0,    0,    0, 9966,   63,    8,   75,     ,    5,    0,    0,    0,    0,    0
  380,20130120,    1,   60,   80,   80,  110,  -46,     ,  -78,    0,    0,    0,    0, 9964,   62,    8,   76,     ,    5,    0,    0,    0,    0,    0
  380,20130120,    2,   50,   60,   70,  100,  -55,     ,  -80,    0,    0,    0,    0, 9961,   59,    8,   81,   10,    7,    0,    0,    0,    0,    0
  380,20130120,    3,   50,   80,   80,  110,  -57,     ,  -84,    0,    0,    0,    0, 9955,   59,    8,   79,    4,    7,    0,    0,    0,    0,    0
  380,20130120,    4,   60,   80,   70,  120,  -58,     ,  -82,    0,    0,    0,    0, 9951,   58,    8,   81,   10,    7,    0,    0,    0,    0,    0
  380,20130120,    5,   60,   70,   80,  120,  -57,     ,  -81,    0,    0,    0,    0, 9948,   59,    7,   81,   10,    7,    0,    0,    0,    0,    0
  380,20130120,    6,   60,   80,   70,  110,  -57,  -57,  -82,    0,    0,    0,    0, 9948,   59,    8,   80,   10,    7,    0,    0,    0,    0,    0
  380,20130120,    7,   50,   80,   80,  120,  -58,     ,  -73,    0,    0,    5,    1, 9946,   25,    8,   88,   85,    7,    0,    0,    1,    0,    0
  380,20130120,    8,   60,   80,   80,  110,  -57,     ,  -70,    0,    1,   10,    5, 9943,   24,    8,   89,   72,    7,    0,    0,    1,    0,    0
  380,20130120,    9,   60,   80,   80,  110,  -55,     ,  -68,    0,    7,   10,    5, 9939,   33,    8,   89,   71,    7,    0,    0,    1,    0,    0
  380,20130120,   10,   60,   90,   90,  130,  -52,     ,  -65,    0,   16,   10,    3, 9936,   46,    8,   89,   71,    7,    0,    0,    1,    0,    0
  380,20130120,   11,   70,   70,   60,  120,  -47,     ,  -58,    0,   29,   10,    3, 9936,   22,    8,   91,   86,    7,    0,    1,    1,    0,    1
  380,20130120,   24,  240,   40,   30,   70,   -6,  -17,  -27,    0,    0,    0,    0, 9955,   60,    8,   84,    2,    7,    0,    0,    0,    0,    0
  380,20130121,    1,  220,   60,   60,   90,  -12,     ,  -41,    0,    0,    0,    0, 9961,   57,    8,   78,    4,    7,    0,    0,    0,    0,    0
  380,20130121,    2,  200,   50,   50,   90,  -14,     ,  -44,    0,    0,    0,    0, 9965,   57,    8,   78,    4,    7,    0,    0,    0,    0,    0
  380,20130121,    3,  200,   40,   40,   60,  -17,     ,  -40,    0,    0,    0,   -1, 9965,   50,    8,   82,   22,    7,    0,    0,    1,    0,    0
  380,20130121,    4,  170,   30,   30,   50,  -16,     ,  -38,    0,    0,    0,   -1, 9968,   56,    8,   83,   85,    7,    0,    0,    1,    0,    0
  380,20130121,    5,  200,   30,   40,   50,  -12,     ,  -36,    0,    0,    0,   -1, 9969,   58,    8,   82,   24,    7,    0,    0,    1,    0,    0
  380,20130121,    6,  190,   40,   40,   60,   -9,  -19,  -33,    0,    0,    0,    0, 9969,   59,    8,   82,   10,    7,    0,    0,    0,    0,    0
  380,20130121,    7,  180,   40,   40,   60,   -7,     ,  -30,    0,    0,    0,    0, 9973,   59,    8,   83,   10,    7,    0,    0,    0,    0,    0
  380,20130121,    8,  180,   30,   30,   50,   -5,     ,  -30,    0,    1,    0,    0, 9976,   57,    8,   81,   10,    7,    0,    0,    0,    0,    0
  380,20130121,    9,  130,   30,   30,   40,   -3,     ,  -29,    0,   10,    0,    0, 9978,   60,    8,   81,     ,    5,    0,    0,    0,    0,    0
  380,20130121,   10,  130,   30,   30,   40,    1,     ,  -29,    0,   23,    0,    0, 9978,   61,    8,   80,     ,    5,    0,    0,    0,    0,    0
  380,20130121,   11,  130,   20,   20,   60,    5,     ,  -28,    0,   33,    0,    0, 9980,   61,    8,   78,     ,    5,    0,    0,    0,    0,    0
  380,20130121,   24,   30,   20,   20,   40,  -14,  -15,  -20,    0,    0,    0,    0,10014,   36,    8,   95,   10,    7,    0,    0,    0,    0,    0
  380,20130122,    1,   40,   20,   30,   30,  -16,     ,  -20,    0,    0,    0,    0,10016,   26,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20130122,    2,   50,   20,   20,   40,  -17,     ,  -21,    0,    0,    0,    0,10020,   21,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20130122,    3,   30,   20,   20,   30,  -20,     ,  -23,    0,    0,    0,    0,10023,   18,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130122,    4,   50,   20,   20,   30,  -22,     ,  -24,    0,    0,    0,    0,10026,   20,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130122,    5,   90,   10,   10,   30,  -21,     ,  -25,    0,    0,    0,    0,10030,   20,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20130122,    6,   40,   10,   20,   20,  -22,  -23,  -26,    0,    0,    0,    0,10030,   21,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20130122,    7,  340,   20,   20,   30,  -20,     ,  -24,    0,    0,    0,    0,10038,   24,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20130122,    8,   40,   10,   10,   30,  -21,     ,  -25,    0,    2,    0,    0,10047,   23,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20130122,    9,  340,   10,   10,   20,  -17,     ,  -25,    0,   17,    0,    0,10052,   24,    8,   94,   10,    7,    0,    0,    0,    0,    0
  380,20130122,   10,  990,   10,   10,   20,  -17,     ,  -29,    0,   32,    0,    0,10056,   27,    8,   90,   10,    7,    0,    0,    0,    0,    0
  380,20130122,   11,    0,   10,    0,   20,   -3,     ,  -20,    0,   47,    0,    0,10055,   29,    8,   87,   10,    7,    0,    0,    0,    0,    0
  380,20130122,   24,   50,   30,   20,   40,  -24,  -46,  -33,    0,    0,    0,    0,10073,   24,    8,   93,   10,    7,    0,    0,    0,    0,    0
  380,20130123,    1,   50,   20,   30,   30,  -28,     ,  -35,    0,    0,    0,    0,10074,   23,    8,   94,   10,    7,    0,    0,    0,    0,    0
  380,20130123,    2,   40,   30,   30,   30,  -31,     ,  -37,    0,    0,    0,    0,10077,   21,    8,   95,   10,    7,    0,    0,    0,    0,    0
  380,20130123,    3,   50,   20,   20,   40,  -29,     ,  -35,    0,    0,    0,    0,10077,   21,    8,   95,   10,    7,    0,    0,    0,    0,    0
  380,20130123,    4,   50,   30,   30,   40,  -27,     ,  -33,    0,    0,    0,    0,10079,   22,    8,   95,   10,    7,    0,    0,    0,    0,    0
  380,20130123,    5,   30,   30,   30,   40,  -31,     ,  -36,    0,    0,    0,    0,10079,   20,    8,   96,   10,    7,    0,    0,    0,    0,    0
  380,20130123,    6,   40,   30,   20,   40,  -27,  -32,  -32,    0,    0,    0,    0,10080,   22,    8,   96,   10,    7,    0,    0,    0,    0,    0
  380,20130123,    7,   50,   20,   20,   30,  -27,     ,  -32,    0,    0,    0,    0,10083,   22,    8,   96,   10,    7,    0,    0,    0,    0,    0
  380,20130123,    8,   40,   30,   30,   40,  -28,     ,  -34,    0,    2,    0,    0,10086,   23,    8,   95,   10,    7,    0,    0,    0,    0,    0
  380,20130123,    9,   50,   30,   20,   40,  -37,     ,  -44,    0,   12,    0,    0,10091,   21,    4,   94,   10,    7,    0,    0,    0,    0,    0
  380,20130123,   10,   30,   20,   20,   30,  -30,     ,  -39,    0,   35,    0,    0,10096,   25,    8,   93,   10,    7,    0,    0,    0,    0,    0
  380,20130123,   11,   40,   20,   20,   30,  -21,     ,  -34,    2,   53,    0,    0,10097,   30,    8,   90,   10,    7,    0,    0,    0,    0,    0
  380,20130123,   24,   40,   30,   30,   40,  -43,  -90,  -55,    0,    0,    0,    0,10107,   33,    8,   90,   10,    7,    0,    0,    0,    0,    0
  380,20130124,    1,   50,   30,   30,   40,  -40,     ,  -55,    0,    0,    0,    0,10107,   37,    8,   88,   10,    7,    0,    0,    0,    0,    0
  380,20130124,    2,   50,   30,   40,   50,  -50,     ,  -62,    0,    0,    0,    0,10106,   38,    1,   90,   10,    7,    0,    0,    0,    0,    0
  380,20130124,    3,   40,   30,   30,   40,  -61,     ,  -72,    0,    0,    0,    0,10108,   40,    7,   91,   10,    7,    0,    0,    0,    0,    0
  380,20130124,    4,   40,   30,   30,   40,  -66,     ,  -77,    0,    0,    0,    0,10114,   48,    3,   91,   10,    7,    0,    0,    0,    0,    0
  380,20130124,    5,   40,   30,   40,   50,  -52,     ,  -69,    0,    0,    0,    0,10121,   56,    2,   86,   10,    7,    0,    0,    0,    0,    0
  380,20130124,    6,   50,   30,   30,   40,  -60,  -75,  -78,    0,    0,    0,    0,10128,   56,    4,   86,   10,    7,    0,    0,    0,    0,    0
  380,20130124,    7,   40,   40,   40,   60,  -63,     ,  -78,    0,    0,    0,    0,10134,   56,    5,   88,   10,    7,    0,    0,    0,    0,    0
  380,20130124,    8,   50,   40,   40,   60,  -63,     ,  -76,    0,    2,    0,    0,10140,   56,    8,   89,   10,    7,    0,    0,    0,    0,    0
  380,20130124,    9,   40,   40,   40,   60,  -57,     ,  -69,    0,   11,    0,    0,10147,   56,    8,   90,   10,    7,    0,    0,    0,    0,    0
  380,20130124,   10,   50,   40,   40,   60,  -53,     ,  -67,    0,   32,    0,    0,10154,   56,    8,   89,   10,    7,    0,    0,    0,    0,    0
  380,20130124,   11,   40,   50,   50,   70,  -48,     ,  -59,    0,   48,    0,    0,10159,   43,    8,   91,   10,    7,    0,    0,    0,    0,    0
  380,20130124,   24,   30,   20,   20,   30,  -32,  -35,  -46,    0,    0,    0,    0,10203,   56,    8,   89,   10,    7,    0,    0,    0,    0,    0
  380,20130125,    1,   40,   30,   40,   50,  -31,     ,  -46,    0,    0,    0,    0,10203,   56,    8,   88,   10,    7,    0,    0,    0,    0,    0
  380,20130125,    2,   40,   30,   30,   50,  -30,     ,  -48,    0,    0,    0,    0,10207,   58,    8,   86,   10,    7,    0,    0,    0,    0,    0
  380,20130125,    3,   20,   20,   20,   40,  -29,     ,  -54,    0,    0,    0,    0,10205,   61,    8,   81,     ,    5,    0,    0,    0,    0,    0
  380,20130125,    4,   40,   20,   20,   30,  -29,     ,  -53,    0,    0,    0,    0,10205,   58,    8,   82,   10,    7,    0,    0,    0,    0,    0
  380,20130125,    5,   40,   20,   20,   40,  -30,     ,  -50,    0,    0,    0,    0,10204,   57,    8,   84,   10,    7,    0,    0,    0,    0,    0
